Timestamp,EventID,Log_Length,Suspicious_Keywords,Is_Admin_Action,Is_Off_Hours,Is_Critical_Event,Event_Frequency
2026-06-24 15:18:43,4624,244,0,1,0,0,57
2026-06-24 15:18:43,4672,359,0,1,0,1,56
2026-06-24 15:18:43,5379,163,0,0,0,0,209
2026-06-24 15:18:43,5379,162,0,0,0,0,210
2026-06-24 15:18:43,5379,140,0,0,0,0,211
2026-06-24 15:18:43,5379,200,0,0,0,0,212
2026-06-24 15:18:43,5379,199,0,0,0,0,213
2026-06-24 15:18:43,5379,177,0,0,0,0,214
2026-06-24 15:18:43,5379,184,0,0,0,0,215
2026-06-24 15:18:43,5379,200,0,0,0,0,216
2026-06-24 15:18:43,5379,199,0,0,0,0,217
2026-06-24 15:18:45,5379,184,0,0,0,0,218
2026-06-24 15:18:48,5379,184,0,0,0,0,219
2026-06-24 15:18:48,5379,200,0,0,0,0,220
2026-06-24 15:18:48,5379,199,0,0,0,0,221
2026-06-24 15:18:48,5379,184,0,0,0,0,222
2026-06-24 15:28:40,4624,244,0,1,0,0,58
2026-06-24 15:28:40,4672,359,0,1,0,1,57
2026-06-24 15:28:41,4624,244,0,1,0,0,59
2026-06-24 15:28:41,4672,359,0,1,0,1,58
2026-06-24 15:28:41,5379,162,0,0,0,0,223
2026-06-24 15:28:41,5379,161,0,0,0,0,224
2026-06-24 15:28:41,5379,139,0,0,0,0,225
2026-06-24 15:28:41,5379,199,0,0,0,0,226
2026-06-24 15:28:41,5379,198,0,0,0,0,227
2026-06-24 15:28:41,5379,176,0,0,0,0,228
2026-06-24 15:48:58,4624,244,0,1,0,0,60
2026-06-24 15:48:58,4672,359,0,1,0,1,59
2026-06-24 16:24:34,4624,244,0,1,0,0,61
2026-06-24 16:24:34,4672,359,0,1,0,1,60
2026-06-24 16:24:34,5058,284,0,1,0,0,3
2026-06-24 16:24:34,5061,130,0,0,0,0,3
2026-06-24 16:24:43,4624,244,0,1,0,0,62
2026-06-24 16:24:43,4672,359,0,1,0,1,61
2026-06-24 16:24:43,4624,244,0,1,0,0,63
2026-06-24 16:24:43,4672,359,0,1,0,1,62
2026-06-24 16:28:41,4624,244,0,1,0,0,64
2026-06-24 16:28:41,4672,359,0,1,0,1,63
2026-06-24 16:28:41,5379,162,0,0,0,0,229
2026-06-24 16:28:41,5379,161,0,0,0,0,230
2026-06-24 16:28:41,5379,139,0,0,0,0,231
2026-06-24 16:28:41,5379,199,0,0,0,0,232
2026-06-24 16:28:41,5379,198,0,0,0,0,233
2026-06-24 16:28:41,5379,176,0,0,0,0,234
2026-06-24 17:07:52,4624,244,0,1,0,0,65
2026-06-24 17:07:52,4672,359,0,1,0,1,64
2026-06-24 17:07:52,4624,244,0,1,0,0,66
2026-06-24 17:07:52,4672,359,0,1,0,1,65
2026-06-24 17:07:52,5379,163,0,0,0,0,235
2026-06-24 17:07:52,5379,162,0,0,0,0,236
2026-06-24 17:07:52,5379,140,0,0,0,0,237
2026-06-24 17:07:52,5379,200,0,0,0,0,238
2026-06-24 17:07:52,5379,199,0,0,0,0,239
2026-06-24 17:07:52,5379,177,0,0,0,0,240
2026-06-24 17:07:52,5379,184,0,0,0,0,241
2026-06-24 17:07:52,5379,200,0,0,0,0,242
2026-06-24 17:07:52,5379,199,0,0,0,0,243
2026-06-24 17:07:52,5379,184,0,0,0,0,244
2026-06-24 17:09:55,5379,184,0,0,0,0,245
2026-06-24 17:09:55,5379,200,0,0,0,0,246
2026-06-24 17:09:55,5379,199,0,0,0,0,247
2026-06-24 17:09:55,5379,184,0,0,0,0,248
2026-06-24 17:09:55,4798,157,0,1,0,0,25
2026-06-24 18:11:50,4798,186,0,0,0,0,26
2026-06-24 18:12:00,4798,186,0,0,0,0,27
2026-06-24 18:12:01,4648,224,0,1,0,0,7
2026-06-24 18:12:01,4624,314,0,1,0,0,67
2026-06-24 18:12:01,4624,314,0,1,0,0,68
2026-06-24 18:12:01,4672,363,0,1,0,1,66
2026-06-24 18:12:01,4672,112,0,0,0,1,67
2026-06-24 18:12:01,4634,84,0,0,0,0,10
2026-06-24 18:12:01,4634,84,0,0,0,0,11
2026-06-24 18:12:27,4624,244,0,1,0,0,69
2026-06-24 18:12:27,4672,359,0,1,0,1,68
2026-06-24 18:14:53,4624,244,0,1,0,0,70
2026-06-24 18:14:53,4672,359,0,1,0,1,69
2026-06-24 18:14:53,4624,244,0,1,0,0,71
2026-06-24 18:14:53,4672,359,0,1,0,1,70
2026-06-24 18:14:53,5379,163,0,0,0,0,249
2026-06-24 18:14:53,5379,162,0,0,0,0,250
2026-06-24 18:14:53,5379,140,0,0,0,0,251
2026-06-24 18:14:53,5379,200,0,0,0,0,252
2026-06-24 18:14:53,5379,199,0,0,0,0,253
2026-06-24 18:14:53,5379,177,0,0,0,0,254
2026-06-24 18:22:09,4798,186,0,0,0,0,28
2026-06-24 18:48:03,4624,244,0,1,0,0,72
2026-06-24 18:48:03,4672,359,0,1,0,1,71
2026-06-24 18:48:03,4624,244,0,1,0,0,73
2026-06-24 18:48:03,4672,359,0,1,0,1,72
2026-06-24 18:48:03,5379,163,0,0,0,0,255
2026-06-24 18:48:03,5379,162,0,0,0,0,256
2026-06-24 18:48:03,5379,140,0,0,0,0,257
2026-06-24 18:48:03,5379,147,0,0,0,0,258
2026-06-24 18:48:03,5379,163,0,0,0,0,259
2026-06-24 18:48:03,5379,162,0,0,0,0,260
2026-06-24 18:48:03,5379,200,0,0,0,0,261
2026-06-24 18:48:03,5379,199,0,0,0,0,262
2026-06-24 18:48:03,5379,177,0,0,0,0,263
2026-06-24 18:48:04,5379,147,0,0,0,0,264
2026-06-24 18:48:04,5379,147,0,0,0,0,265
2026-06-24 18:48:04,5379,147,0,0,0,0,266
2026-06-24 18:48:04,5379,147,0,0,0,0,267
2026-06-24 18:48:10,5379,184,0,0,0,0,268
2026-06-24 18:48:10,5379,200,0,0,0,0,269
2026-06-24 18:48:10,5379,199,0,0,0,0,270
2026-06-24 18:48:10,5379,184,0,0,0,0,271
2026-06-24 18:48:10,4798,157,0,1,0,0,29
2026-06-24 19:41:57,4624,244,0,1,0,0,74
2026-06-24 19:41:57,4672,359,0,1,0,1,73
2026-06-24 19:41:59,4798,186,0,0,0,0,30
2026-06-24 19:41:59,4624,244,0,1,0,0,75
2026-06-24 19:41:59,4672,359,0,1,0,1,74
2026-06-24 19:41:59,5379,163,0,0,0,0,272
2026-06-24 19:41:59,5379,162,0,0,0,0,273
2026-06-24 19:41:59,5379,140,0,0,0,0,274
2026-06-24 19:41:59,5379,200,0,0,0,0,275
2026-06-24 19:41:59,5379,199,0,0,0,0,276
2026-06-24 19:41:59,5379,177,0,0,0,0,277
2026-06-24 19:42:02,4648,224,0,1,0,0,8
2026-06-24 19:42:02,4624,314,0,1,0,0,76
